group,sha256,bytes_per_file,copies_in_group,extra_bytes_in_group,path,path_classification,disposition
DUP-0001,8ce137a18af2d98a7f35c213520d9dcd3c31af0f8dc74b1a6234ecc9a70407fd,1369410,4,4108230,Java/assets/city/buildings/city/city_building_house_wide.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_bartender_model_up_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_blacksmith_model_down_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_blacksmith_model_left_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_blacksmith_model_right_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_blacksmith_model_up_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_citizen_man_model_down_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_citizen_man_model_left_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_citizen_man_model_right_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_citizen_man_model_up_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_citizen_woman_model_down_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_citizen_woman_model_left_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_citizen_woman_model_right_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_citizen_woman_model_up_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_merchant_model_down_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_merchant_model_left_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_merchant_model_right_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_merchant_model_up_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_orin_model_down_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_orin_model_left_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_orin_model_right_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0830,e0c18a6a8d48da87994c100bbb324c758d413e95f0fa5135bd0738a692b4d56f,3,384,1149,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_orin_model_up_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_down_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_down_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_down_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_down_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_down_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_down_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_up_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_up_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_up_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_up_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_up_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/aria/animations/npc_aria_model_up_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_down_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_down_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_down_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_down_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_down_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_down_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_up_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_up_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_up_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_up_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_up_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/calder/animations/npc_calder_model_up_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_down_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_down_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_down_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_down_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_down_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_down_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_up_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_up_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_up_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_up_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_up_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/cassia/animations/npc_cassia_model_up_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_down_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_down_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_down_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_down_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_down_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_down_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_up_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_up_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_up_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_up_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_up_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/lyra/animations/npc_lyra_model_up_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_down_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_down_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_down_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_down_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_down_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_down_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_up_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_up_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_up_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_up_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_up_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/maera/animations/npc_maera_model_up_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_down_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_down_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_down_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_down_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_down_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_down_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_right_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_up_left_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_up_left_stop_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
DUP-0831,92961e9752250efa971147344b22295db32d7b75e940e0971e5fb34f21d0bc67,3,244,729,Java/assets/companions/rafiq/animations/npc_rafiq_model_up_right_start_walk_anim.frames,required-per-asset-metadata,review-required; not-authorized-for-deletion
